gene_id	lsv_id	lsv_type	mean_psi_per_lsv_junction	stdev_psi_per_lsv_junction	num_junctions	num_exons	junctions_coords	ir_coords
AT4G10710.Araport11.447	AT4G10710.Araport11.447:s:6606203-na	s|1e1.1o1|1e2.1o1	0.7237;0.2763	0.1283;0.1283	2	3	6605475-6606203;6605470-6606203	
AT1G62610.Araport11.447	AT1G62610.Araport11.447:t:na-23182361	t|1e1.1o1|1e2.1o1	0.8250;0.1750	0.0903;0.0903	2	3	23182361-23182685;23182361-23182437	
AT2G32640.Araport11.447	AT2G32640.Araport11.447:s:13848609-13848676	s|1e1.1o2|1e1.2o2	0.6176;0.3824	0.1466;0.1466	2	2	13848507-13848609;13848443-13848609	
AT4G30490.Araport11.447	AT4G30490.Araport11.447:s:14899828-14899918	s|1e1.1o1|2e1.1o1	0.0628;0.9372	0.0211;0.0211	2	2	14899747-14899837;14899747-14899828	
AT2G32650.Araport11.447	AT2G32650.Araport11.447:s:na-13851136	s|1e1.1o1|1e2.1o1	0.0864;0.9136	0.0545;0.0545	2	3	13851136-13851450;13851136-13851520	
AT3G01120.Araport11.447	AT3G01120.Araport11.447:s:39857-39964	s|1e1.1o2|1e1.2o2	0.0066;0.9934	0.0017;0.0017	2	2	39811-39857;39769-39857	
AT2G12400.Araport11.447	AT2G12400.Araport11.447:s:5007768-5007961	s|1e1.1o1|1e2.1o2	0.9083;0.0917	0.0297;0.0297	2	3	5006960-5007768;5006701-5007768	
AT5G43880.Araport11.447	AT5G43880.Araport11.447:t:17642722-17642859	t|1e1.1o1|1e2.1o1	0.7759;0.2241	0.0870;0.0870	2	3	17642859-17643449;17642859-17643073	
AT1G62780.Araport11.447	AT1G62780.Araport11.447:s:23250971-na	s|1e1.1o2|1e1.2o2	0.0685;0.9315	0.0284;0.0284	2	2	23250891-23250971;23250887-23250971	
AT4G10925.Araport11.447	AT4G10925.Araport11.447:t:6704035-6704351	t|1e1.1o1|1e2.1o1	0.5322;0.4678	0.1235;0.1235	2	3	6704351-6704492;6704351-6704464	
AT3G01130.Araport11.447	AT3G01130.Araport11.447:t:45312-45377	t|1e1.1o1|1e2.1o1	0.0134;0.9866	0.0076;0.0076	2	3	45377-45495;45377-45475	
AT2G32700.Araport11.447	AT2G32700.Araport11.447:s:na-13866926	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o2	0.2758;0.6268;0.0496;0.0426	0.0504;0.0542;0.0215;0.0204	4	3	13866926-13867037;13866926-13867040;13866926-13867085;13866926-13867212	
AT2G12400.Araport11.447	AT2G12400.Araport11.447:t:5006417-5006701	t|1e1.1o1|1e2.1o1|2e2.1o1	0.1013;0.8696;0.0226	0.0367;0.0374;0.0166	3	3	5006701-5007768;5006701-5006779;5006696-5006779	
AT2G32700.Araport11.447	AT2G32700.Araport11.447:t:13867212-13867266	t|1e1.1o1|1e2.1o1|2e2.1o1	0.0464;0.7019;0.2559	0.0227;0.0491;0.0451	3	3	13866926-13867212;13867128-13867212;13867128-13867215	
AT2G12400.Araport11.447	AT2G12400.Araport11.447:s:5006277-5006335	s|1e1.1o1|1e2.1o1	0.9067;0.0933	0.0280;0.0280	2	3	5006204-5006277;5006082-5006277	
AT2G12400.Araport11.447	AT2G12400.Araport11.447:s:5006011-5006082	s|1e1.1o2|1e1.2o2	0.9655;0.0345	0.0177;0.0177	2	2	5005923-5006011;5005915-5006011	
AT3G01150.Araport11.447	AT3G01150.Araport11.447:s:52155-52364	s|1e1.1o2|1e1.2o2	0.0694;0.9306	0.0348;0.0348	2	2	52364-52645;52364-52889	
AT1G62790.Araport11.447	AT1G62790.Araport11.447:s:23252896-23252943	s|1e1.1o1|1e2.1o1	0.8042;0.1958	0.0336;0.0336	2	3	23252943-23253384;23252943-23253387	
AT2G12400.Araport11.447	AT2G12400.Araport11.447:t:5006011-5006082	t|1e1.1o1|1e2.1o1	0.0808;0.9192	0.0283;0.0283	2	3	5006082-5006277;5006082-5006168	
AT3G01150.Araport11.447	AT3G01150.Araport11.447:s:53636-53717	s|1e1.1o2|1e1.2o2	0.0565;0.9435	0.0305;0.0305	2	2	53717-53818;53717-53846	
AT5G11710.Araport11.447	AT5G11710.Araport11.447:s:3773113-3773164	s|1e1.1o2|1e1.2o2	0.0994;0.9006	0.0320;0.0320	2	2	3773164-3773547;3773164-3773552	
AT2G32700.Araport11.447	AT2G32700.Araport11.447:s:13868275-13868386	s|1e1.1o1|1e2.1o1	0.9781;0.0219	0.0151;0.0151	2	3	13868386-13868632;13868386-13868767	
AT2G32700.Araport11.447	AT2G32700.Araport11.447:t:13868767-13869045	t|1e1.1o1|1e2.1o1	0.0199;0.9801	0.0135;0.0135	2	3	13868386-13868767;13868681-13868767	
AT5G11720.Araport11.447	AT5G11720.Araport11.447:s:na-3778967	s|1e1.1o1|1e2.1o1	0.2393;0.7607	0.0607;0.0607	2	3	3778967-3779039;3778967-3779047	
AT1G62810.Araport11.447	AT1G62810.Araport11.447:s:23260322-na	s|1e1.1o2|1e1.2o2	0.0580;0.9420	0.0273;0.0273	2	2	23260127-23260322;23260124-23260322	
AT3G01150.Araport11.447	AT3G01150.Araport11.447:s:53818-53958	s|1e1.1o1|2e1.1o1	0.1111;0.8889	0.0482;0.0482	2	2	53911-54129;53958-54129	
AT1G12400.Araport11.447	AT1G12400.Araport11.447:t:4222287-4222330	t|1e1.1o1|1e2.1o1	0.0849;0.9151	0.0422;0.0422	2	3	4221934-4222287;4222010-4222287	
AT1G62975.Araport11.447	AT1G62975.Araport11.447:s:na-23329218	s|1e1.1o1|1e2.1o1	0.3271;0.6729	0.1090;0.1090	2	3	23329218-23329591;23329218-23329751	
AT4G30580.Araport11.447	AT4G30580.Araport11.447:s:14933533-14933724	s|1e1.1o1|1e2.1o1	0.2821;0.7179	0.0558;0.0558	2	3	14933405-14933533;14933400-14933533	
AT2G32700.Araport11.447	AT2G32700.Araport11.447:s:13869517-13869591	s|1e1.1o2|1e1.2o2	0.0770;0.9230	0.0222;0.0222	2	2	13869591-13869665;13869591-13869711	
AT2G32700.Araport11.447	AT2G32700.Araport11.447:s:13869665-13869938	s|1e1.1o2|1e1.2o2	0.5163;0.4837	0.0547;0.0547	2	2	13869938-13870117;13869938-13870123	
AT5G63370.Araport11.447	AT5G63370.Araport11.447:s:25387100-na	s|1e1.1o1|1e2.1o1	0.7810;0.2190	0.0975;0.0975	2	3	25386785-25387100;25386782-25387100	
AT3G43440.Araport11.447	AT3G43440.Araport11.447:s:na-15367776	s|1e1.1o2|1e1.2o2	0.1204;0.8796	0.0602;0.0602	2	2	15367776-15367955;15367776-15368003	
AT2G32710.Araport11.447	AT2G32710.Araport11.447:s:na-13874073	s|1e1.1o2|1e1.2o2	0.6205;0.3795	0.0736;0.0736	2	2	13874073-13874945;13874073-13874954	
AT3G43520.Araport11.447	AT3G43520.Araport11.447:s:na-15406535	s|1e1.1o2|1e1.2o2	0.1023;0.8977	0.0305;0.0305	2	2	15406535-15407256;15406535-15407271	
AT1G63110.Araport11.447	AT1G63110.Araport11.447:s:23405413-23405445	s|1e1.1o2|1e1.2o2	0.8263;0.1737	0.0895;0.0895	2	2	23405445-23405638;23405445-23405658	
AT5G63370.Araport11.447	AT5G63370.Araport11.447:t:na-25385077	t|1e1.1o1|1e2.1o1	0.1958;0.8042	0.0809;0.0809	2	3	25385077-25385156;25385077-25385151	
AT5G11790.Araport11.447	AT5G11790.Araport11.447:s:3800759-3800856	s|1e1.1o3|1e1.2o3|1e1.3o3	0.2190;0.0367;0.7495	0.0439;0.0220;0.0490	3	2	3800856-3800978;3800856-3800980;3800856-3800989	
AT1G63240.Araport11.447	AT1G63240.Araport11.447:s:23458010-23458129	s|1e1.1o1|2e1.1o1	0.1384;0.8616	0.0680;0.0680	2	2	23457933-23458016;23457933-23458010	
AT5G63440.Araport11.447	AT5G63440.Araport11.447:s:na-25406474	s|1e1.1o2|1e1.2o2	0.8380;0.1620	0.0722;0.0722	2	2	25406474-25407021;25406474-25407029	
AT4G10930.Araport11.447	AT4G10930.Araport11.447:s:6706710-6706841	s|1e1.1o1|2e1.1o1	0.8780;0.1220	0.0612;0.0612	2	2	6706541-6706767;6706541-6706710	
AT5G11790.Araport11.447	AT5G11790.Araport11.447:s:3801605-3801682	s|1e1.1o2|1e1.2o2	0.9464;0.0536	0.0183;0.0183	2	2	3801682-3801772;3801682-3801776	
AT4G30650.Araport11.447	AT4G30650.Araport11.447:s:na-14954492	s|1e1.1o1|1e2.1o1	0.9734;0.0266	0.0125;0.0125	2	3	14954492-14954567;14954492-14954571	
AT1G63420.Araport11.447	AT1G63420.Araport11.447:s:na-23516948	s|1e1.1o2|1e1.2o2|1e2.1o1	0.1655;0.0721;0.7593	0.0610;0.0431;0.0655	3	3	23516948-23517035;23516948-23517362;23516948-23517495	
AT3G01290.Araport11.447	AT3G01290.Araport11.447:s:88970-89090	s|1e1.1o2|1e1.2o2	0.9956;0.0044	0.0000;0.0000	2	2	88881-88970;88874-88970	
AT5G43900.Araport11.447	AT5G43900.Araport11.447:s:17663896-17664007	s|1e1.1o1|2e1.1o1	0.8637;0.1363	0.0423;0.0423	2	2	17663550-17663906;17663550-17663896	
AT1G12430.Araport11.447	AT1G12430.Araport11.447:s:4234560-4234703	s|1e1.1o2|1e1.2o2	0.0540;0.9460	0.0284;0.0284	2	2	4234495-4234560;4234492-4234560	
AT3G01290.Araport11.447	AT3G01290.Araport11.447:s:88657-88881	s|1e1.1o1|2e2.1o1	0.9966;0.0034	0.0000;0.0000	2	3	88610-88693;88518-88657	
AT5G43900.Araport11.447	AT5G43900.Araport11.447:s:17662725-17662874	s|1e1.1o1|2e1.1o1	0.9527;0.0473	0.0274;0.0274	2	2	17662630-17662748;17662630-17662725	
AT5G63460.Araport11.447	AT5G63460.Araport11.447:s:25414413-25414619	s|1e1.1o1|2e1.1o1	0.9387;0.0613	0.0408;0.0408	2	2	25414326-25414574;25414326-25414413	
AT2G13290.Araport11.447	AT2G13290.Araport11.447:s:na-5511803	s|1e1.1o1|1e2.1o1	0.1730;0.8270	0.0542;0.0542	2	3	5511803-5511999;5511803-5512016	
AT1G63420.Araport11.447	AT1G63420.Araport11.447:t:23517495-23517690	t|1e1.1o1|1e2.1o1	0.8344;0.1656	0.0747;0.0747	2	3	23516948-23517495;23517394-23517495	
AT5G63460.Araport11.447	AT5G63460.Araport11.447:s:25414013-25414077	s|1e1.1o2|1e1.2o2	0.9423;0.0577	0.0294;0.0294	2	2	25413923-25414013;25413920-25414013	
AT5G43910.Araport11.447	AT5G43910.Araport11.447:s:17668074-17668174	s|1e1.1o2|1e1.2o2	0.9625;0.0375	0.0477;0.0477	2	2	17667987-17668074;17667956-17668074	
AT4G30690.Araport11.447	AT4G30690.Araport11.447:s:na-14961016	s|1e1.1o2|1e1.2o2|1e2.1o1	0.9109;0.0467;0.0367	0.0344;0.0272;0.0255	3	3	14961016-14961103;14961016-14961108;14961016-14961224	
AT1G12470.Araport11.447	AT1G12470.Araport11.447:s:4252177-4252272	s|1e1.1o2|1e1.2o2	0.8740;0.1260	0.0794;0.0794	2	2	4252272-4252620;4252272-4252634	
AT2G32760.Araport11.447	AT2G32760.Araport11.447:s:na-13892325	s|1e1.1o2|1e1.2o2	0.3837;0.6163	0.0978;0.0978	2	2	13892325-13892578;13892325-13892600	
AT3G43590.Araport11.447	AT3G43590.Araport11.447:t:15510232-15510372	t|1e1.1o1|1e2.1o1	0.9154;0.0846	0.0484;0.0484	2	3	15510067-15510232;15510071-15510232	
AT1G63460.Araport11.447	AT1G63460.Araport11.447:s:23535544-23535620	s|1e1.1o1|1e2.1o1	0.9688;0.0312	0.0195;0.0195	2	3	23535620-23535709;23535620-23535757	
AT4G10970.Araport11.447	AT4G10970.Araport11.447:t:6721816-6721885	t|1e1.1o1|1e2.1o1	0.2511;0.7489	0.0536;0.0536	2	3	6721885-6722138;6721885-6722029	
AT4G30690.Araport11.447	AT4G30690.Araport11.447:t:14961224-14961283	t|1e1.1o1|1e2.1o1	0.0412;0.9588	0.0254;0.0254	2	3	14961016-14961224;14961142-14961224	
AT1G63460.Araport11.447	AT1G63460.Araport11.447:t:23535842-23535960	t|1e1.1o1|1e2.1o1	0.0649;0.9351	0.0195;0.0195	2	3	23535756-23535842;23535770-23535842	
AT5G63490.Araport11.447	AT5G63490.Araport11.447:s:25422137-na	s|1e1.1o2|1e1.2o2	0.6873;0.3127	0.0660;0.0660	2	2	25421975-25422137;25421972-25422137	
AT5G11800.Araport11.447	AT5G11800.Araport11.447:s:3805192-3805294	s|1e1.1o1|2e1.1o1	0.8565;0.1435	0.0581;0.0581	2	2	3805120-3805206;3805120-3805192	
AT4G10970.Araport11.447	AT4G10970.Araport11.447:s:6720102-6720156	s|1e1.1o1|1e2.1o1|1e3.1o1	0.9232;0.0508;0.0247	0.0196;0.0170;0.0142	3	4	6719954-6720102;6719951-6720102;6719948-6720102	
AT5G11800.Araport11.447	AT5G11800.Araport11.447:s:3804794-3804931	s|1e1.1o2|1e1.2o2|2e1.1o2	0.9053;0.0507;0.0451	0.0373;0.0265;0.0281	3	2	3804682-3804878;3804677-3804878;3804682-3804794	
AT5G63490.Araport11.447	AT5G63490.Araport11.447:s:25420831-25420913	s|1e1.1o1|2e1.1o1	0.8346;0.1654	0.0376;0.0376	2	2	25420733-25420835;25420733-25420831	
AT1G63490.Araport11.447	AT1G63490.Araport11.447:s:23549650-23549832	s|1e1.1o2|1e1.2o2	0.2714;0.7286	0.1034;0.1034	2	2	23549385-23549650;23549382-23549650	
AT2G13360.Araport11.447	AT2G13360.Araport11.447:s:5541235-na	s|1e1.1o1|1e2.1o1	0.6972;0.3028	0.0618;0.0618	2	3	5540935-5541235;5540930-5541235	
AT5G43930.Araport11.447	AT5G43930.Araport11.447:s:17677788-17677876	s|1e1.1o1|2e1.1o1	0.3536;0.6464	0.0835;0.0835	2	2	17677872-17678108;17677876-17678108	
AT5G63490.Araport11.447	AT5G63490.Araport11.447:s:25419817-25419896	s|1e1.1o1|2e1.1o1	0.9600;0.0400	0.0216;0.0216	2	2	25419729-25419838;25419729-25419817	
AT5G43930.Araport11.447	AT5G43930.Araport11.447:s:17678480-17678605	s|1e1.1o1|1e2.1o1	0.1408;0.8592	0.0444;0.0444	2	3	17678605-17678672;17678605-17678678	
AT3G43610.Araport11.447	AT3G43610.Araport11.447:s:15518314-15518375	s|1e1.1o2|1e1.2o2	0.1086;0.8914	0.0450;0.0450	2	2	15518183-15518314;15518180-15518314	
AT5G43930.Araport11.447	AT5G43930.Araport11.447:s:17680509-17680608	s|1e1.1o1|2e1.1o1	0.6741;0.3259	0.0851;0.0851	2	2	17680583-17680691;17680608-17680691	
AT1G63640.Araport11.447	AT1G63640.Araport11.447:s:23589704-na	s|1e1.1o2|1e1.2o2	0.1602;0.8398	0.0871;0.0871	2	2	23589615-23589704;23589612-23589704	
AT4G11070.Araport11.447	AT4G11070.Araport11.447:t:6759797-6759925	t|1e1.1o1|1e2.1o1	0.1179;0.8821	0.0451;0.0451	2	3	6759617-6759797;6759655-6759797	
AT4G30720.Araport11.447	AT4G30720.Araport11.447:s:14974448-na	s|1e1.1o2|1e1.2o2	0.7470;0.2530	0.0980;0.0980	2	2	14974367-14974448;14974357-14974448	
AT4G30720.Araport11.447	AT4G30720.Araport11.447:s:14974077-14974202	s|1e1.1o1|2e1.1o1	0.2391;0.7609	0.0909;0.0909	2	2	14973963-14974085;14973963-14974077	
AT2G32810.Araport11.447	AT2G32810.Araport11.447:s:13921304-13921419	s|1e1.1o2|1e1.2o2	0.0988;0.9012	0.0355;0.0355	2	2	13921090-13921304;13921085-13921304	
AT5G11840.Araport11.447	AT5G11840.Araport11.447:s:3814109-3814137	s|1e1.1o1|2e1.1o1	0.0255;0.9745	0.0175;0.0175	2	2	3814010-3814114;3814010-3814109	
AT4G30760.Araport11.447	AT4G30760.Araport11.447:s:14982669-14982884	s|1e1.1o1|1e2.1o1	0.6347;0.3653	0.0484;0.0484	2	3	14982884-14982975;14982884-14982978	
AT4G11090.Araport11.447	AT4G11090.Araport11.447:s:6765523-6765820	s|1e1.1o1|2e1.1o1	0.7466;0.2534	0.1075;0.1075	2	2	6765433-6765528;6765433-6765523	
AT3G01310.Araport11.447	AT3G01310.Araport11.447:s:101514-101660	s|1e1.1o1|2e1.1o1	0.7858;0.2142	0.0510;0.0510	2	2	101356-101532;101356-101514	
AT5G11850.Araport11.447	AT5G11850.Araport11.447:s:3818543-3818815	s|1e1.1o1|2e1.1o1	0.8926;0.1074	0.0460;0.0460	2	2	3818322-3818548;3818322-3818543	
AT3G01310.Araport11.447	AT3G01310.Araport11.447:s:99150-99288	s|1e1.1o1|2e1.1o1	0.9592;0.0408	0.0220;0.0220	2	2	99090-99214;99090-99150	
AT1G16810.Araport11.447	AT1G16810.Araport11.447:s:na-5755672	s|1e1.1o2|1e1.2o2	0.4365;0.5635	0.1167;0.1167	2	2	5755672-5756140;5755672-5756143	
AT1G63720.Araport11.447	AT1G63720.Araport11.447:s:23637244-na	s|1e1.1o1|1e2.1o1	0.7937;0.2063	0.0544;0.0544	2	3	23637093-23637244;23637090-23637244	
AT3G43720.Araport11.447	AT3G43720.Araport11.447:s:15615863-15615943	s|1e1.1o1|1e2.1o1	0.8975;0.1025	0.0315;0.0315	2	3	15615685-15615863;15615679-15615863	
AT5G11860.Araport11.447	AT5G11860.Araport11.447:t:3823559-3823665	t|1e1.1o1|1e2.1o1	0.8800;0.1200	0.0671;0.0671	2	3	3823665-3824193;3823665-3823983	
AT1G63770.Araport11.447	AT1G63770.Araport11.447:t:23663789-23663863	t|1e1.1o1|1e2.1o1	0.7555;0.2445	0.0645;0.0645	2	3	23663863-23664614;23663863-23664166	
AT5G44063.Araport11.447	AT5G44063.Araport11.447:s:17732857-17733072	s|1e1.1o1|2e1.1o1	0.7222;0.2778	0.1421;0.1421	2	2	17732901-17733235;17733072-17733235	
AT3G01310.Araport11.447	AT3G01310.Araport11.447:s:98276-98346	s|1e1.1o2|1e1.2o2	0.9275;0.0725	0.0252;0.0252	2	2	98096-98276;98091-98276	
AT2G13370.Araport11.447	AT2G13370.Araport11.447:s:5552340-5552391	s|1e1.1o2|1e1.2o2	0.9061;0.0939	0.0477;0.0477	2	2	5552010-5552340;5551988-5552340	
AT4G30780.Araport11.447	AT4G30780.Araport11.447:s:14991686-14991987	s|1e1.1o1|1e2.1o1	0.9679;0.0321	0.0587;0.0587	2	3	14991987-14992125;14991987-14992131	
AT2G13370.Araport11.447	AT2G13370.Araport11.447:s:5549886-5549984	s|1e1.1o1|2e1.1o1	0.9575;0.0425	0.0270;0.0270	2	2	5549793-5549891;5549793-5549886	
AT1G63800.Araport11.447	AT1G63800.Araport11.447:s:23668311-23668363	s|1e1.1o2|1e1.2o2	0.1088;0.8912	0.0331;0.0331	2	2	23668226-23668311;23668218-23668311	
AT4G30820.Araport11.447	AT4G30820.Araport11.447:s:15006648-15006702	s|1e1.1o2|1e1.2o2|1e2.1o1	0.2783;0.5079;0.2057	0.1258;0.1368;0.1025	3	3	15006702-15007073;15006702-15007107;15006702-15007602	
AT4G11160.Araport11.447	AT4G11160.Araport11.447:t:6803957-6804089	t|1e1.1o1|1e2.1o1	0.1473;0.8527	0.0589;0.0589	2	3	6802816-6803957;6803878-6803957	
AT1G12650.Araport11.447	AT1G12650.Araport11.447:s:na-4306028	s|1e1.1o2|1e1.2o2	0.1337;0.8663	0.0466;0.0466	2	2	4306028-4306149;4306028-4306169	
AT1G63830.Araport11.447	AT1G63830.Araport11.447:s:na-23685299	s|1e1.1o2|1e1.2o2	0.0715;0.9285	0.0319;0.0319	2	2	23685299-23685397;23685299-23685406	
AT5G44090.Araport11.447	AT5G44090.Araport11.447:s:17745586-17745676	s|1e1.1o2|1e1.2o2	0.9617;0.0383	0.0203;0.0203	2	2	17745235-17745586;17745195-17745586	
AT4G30820.Araport11.447	AT4G30820.Araport11.447:t:15007602-15007675	t|1e1.1o1|1e2.1o1	0.2158;0.7842	0.1024;0.1024	2	3	15006702-15007602;15007211-15007602	
AT2G32900.Araport11.447	AT2G32900.Araport11.447:s:13955817-13955909	s|1e1.1o2|1e1.2o2	0.9219;0.0781	0.0387;0.0387	2	2	13955909-13956042;13955909-13956046	
AT2G32900.Araport11.447	AT2G32900.Araport11.447:s:13956514-13956591	s|1e1.1o2|1e1.2o2	0.9314;0.0686	0.0372;0.0372	2	2	13956591-13956683;13956591-13956765	
AT1G63830.Araport11.447	AT1G63830.Araport11.447:s:23685397-23685510	s|1e1.1o1|1e2.1o1	0.9050;0.0950	0.0254;0.0254	2	3	23685510-23685622;23685510-23685785	
AT4G11260.Araport11.447	AT4G11260.Araport11.447:s:6852933-6853057	s|1e1.1o2|1e1.2o2	0.9898;0.0102	0.0048;0.0049	2	2	6852824-6852933;6852821-6852933	
AT4G30840.Araport11.447	AT4G30840.Araport11.447:s:15018724-15018793	s|1e1.1o2|1e1.2o2	0.8952;0.1048	0.0582;0.0582	2	2	15018364-15018724;15018360-15018724	
AT1G63830.Araport11.447	AT1G63830.Araport11.447:t:23685785-23685841	t|1e1.1o1|1e2.1o1	0.0861;0.9139	0.0242;0.0242	2	3	23685510-23685785;23685643-23685785	
AT2G13440.Araport11.447	AT2G13440.Araport11.447:s:5597722-5597813	s|1e1.1o2|1e1.2o2	0.2423;0.7577	0.1024;0.1024	2	2	5597495-5597722;5597490-5597722	
AT4G30850.Araport11.447	AT4G30850.Araport11.447:s:15021879-15021977	s|1e1.1o1|1e2.1o1	0.7166;0.2834	0.0827;0.0827	2	3	15021781-15021879;15021211-15021879	
AT4G11280.Araport11.447	AT4G11280.Araport11.447:s:6864437-6864568	s|1e1.1o1|2e1.1o1	0.0129;0.9871	0.0067;0.0067	2	2	6864503-6864663;6864568-6864663	
AT5G11910.Araport11.447	AT5G11910.Araport11.447:s:3837083-3837247	s|1e1.1o2|2e1.2o2	0.1623;0.8377	0.0535;0.0535	2	2	3837061-3837143;3836993-3837083	
AT4G11330.Araport11.447	AT4G11330.Araport11.447:s:6892570-6892699	s|1e1.1o1|2e1.1o1	0.0327;0.9673	0.0218;0.0218	2	2	6892619-6892770;6892699-6892770	
AT1G63860.Araport11.447	AT1G63860.Araport11.447:s:23705533-na	s|1e1.1o1|1e2.1o1	0.9706;0.0294	0.0172;0.0172	2	3	23705273-23705533;23705201-23705533	
AT1G16840.Araport11.447	AT1G16840.Araport11.447:s:5763091-5763190	s|1e1.1o1|1e2.1o1	0.5824;0.4176	0.0441;0.0441	2	3	5762965-5763091;5762958-5763091	
AT2G32950.Araport11.447	AT2G32950.Araport11.447:s:13978657-13978734	s|1e1.1o2|1e1.2o2	0.0816;0.9184	0.0427;0.0427	2	2	13978734-13978869;13978734-13978873	
AT2G32950.Araport11.447	AT2G32950.Araport11.447:s:13980459-13980524	s|1e1.1o1|1e2.1o1	0.2511;0.7489	0.0896;0.0896	2	3	13980524-13980643;13980524-13981052	
AT4G30850.Araport11.447	AT4G30850.Araport11.447:t:na-15021211	t|1e1.1o1|1e2.1o1	0.1753;0.8247	0.0584;0.0584	2	3	15021211-15021879;15021211-15021703	
AT4G11410.Araport11.447	AT4G11410.Araport11.447:s:6945966-6946044	s|1e1.1o1|1e2.1o1	0.8909;0.1091	0.0437;0.0437	2	3	6945866-6945966;6945451-6945966	
AT3G01340.Araport11.447	AT3G01340.Araport11.447:t:na-128483	t|1e1.1o1|1e2.1o1	0.9393;0.0607	0.0297;0.0297	2	3	128483-128892;128483-128880	
AT1G12710.Araport11.447	AT1G12710.Araport11.447:s:4327992-na	s|1e1.1o2|1e1.2o2	0.9015;0.0985	0.0452;0.0452	2	2	4327859-4327992;4327856-4327992	
AT1G63880.Araport11.447	AT1G63880.Araport11.447:s:23713333-23713689	s|1e1.1o1|1e2.1o1|1e3.1o1	0.2716;0.6328;0.0970	0.0877;0.0892;0.0495	3	4	23713235-23713333;23713183-23713333;23713180-23713333	
AT5G63770.Araport11.447	AT5G63770.Araport11.447:s:na-25518790	s|1e1.1o1|1e2.1o1	0.9171;0.0829	0.0510;0.0510	2	3	25518790-25519219;25518790-25519425	
AT1G12710.Araport11.447	AT1G12710.Araport11.447:s:4327741-4327859	s|1e1.1o1|1e2.1o1	0.0590;0.9410	0.0293;0.0293	2	3	4327529-4327741;4327403-4327741	
AT4G11410.Araport11.447	AT4G11410.Araport11.447:t:6945405-6945451	t|1e1.1o1|1e2.1o1	0.1277;0.8723	0.0527;0.0527	2	3	6945451-6945966;6945451-6945782	
AT5G63800.Araport11.447	AT5G63800.Araport11.447:s:25532385-25532480	s|1e1.1o1|1e2.1o1	0.9718;0.0282	0.0205;0.0205	2	3	25532480-25532591;25532480-25532787	
AT2G32970.Araport11.447	AT2G32970.Araport11.447:s:13994312-13994450	s|1e1.1o2|1e1.2o2	0.7974;0.2026	0.1053;0.1053	2	2	13994226-13994312;13994221-13994312	
AT1G12730.Araport11.447	AT1G12730.Araport11.447:s:4335261-4335293	s|1e1.1o2|1e1.2o2	0.4115;0.5885	0.1417;0.1417	2	2	4335293-4335385;4335293-4335438	
AT1G63980.Araport11.447	AT1G63980.Araport11.447:s:23741365-23741401	s|1e1.1o2|1e1.2o2	0.9769;0.0231	0.0130;0.0129	2	2	23741401-23741492;23741401-23741498	
AT4G11420.Araport11.447	AT4G11420.Araport11.447:s:6949564-6949785	s|1e1.1o2|1e1.2o2	0.9784;0.0216	0.0124;0.0124	2	2	6949473-6949564;6949463-6949564	
AT5G11950.Araport11.447	AT5G11950.Araport11.447:s:3855533-3855630	s|1e1.1o1|2e1.1o1	0.0292;0.9708	0.0195;0.0195	2	2	3855611-3855720;3855630-3855720	
AT2G33050.Araport11.447	AT2G33050.Araport11.447:s:14023191-14023506	s|1e1.1o1|2e1.1o1	0.2609;0.7391	0.1627;0.1627	2	2	14023441-14023645;14023506-14023645	
AT1G64050.Araport11.447	AT1G64050.Araport11.447:s:na-23762773	s|1e1.1o2|1e1.2o2	0.7587;0.2413	0.0656;0.0656	2	2	23762773-23762955;23762773-23762961	
AT5G63800.Araport11.447	AT5G63800.Araport11.447:t:25532787-25532946	t|1e1.1o1|1e2.1o1	0.0243;0.9757	0.0191;0.0191	2	3	25532480-25532787;25532703-25532787	
AT5G11960.Araport11.447	AT5G11960.Araport11.447:s:3860404-3860500	s|1e1.1o2|2e1.2o2	0.9007;0.0993	0.0384;0.0384	2	2	3860180-3860412;3860176-3860404	
AT1G12750.Araport11.447	AT1G12750.Araport11.447:s:4348241-na	s|1e1.1o2|1e1.2o2	0.3548;0.6452	0.1027;0.1027	2	2	4347790-4348241;4347537-4348241	
AT4G11600.Araport11.447	AT4G11600.Araport11.447:s:7010154-7010321	s|1e1.1o1|1e2.1o1	0.9856;0.0144	0.0065;0.0065	2	3	7010056-7010154;7010053-7010154	
AT1G64050.Araport11.447	AT1G64050.Araport11.447:s:23763440-23763946	s|1e1.1o1|2e1.1o1	0.9447;0.0553	0.0295;0.0295	2	2	23763565-23764036;23763946-23764036	
AT2G33150.Araport11.447	AT2G33150.Araport11.447:s:14049486-14049593	s|1e1.1o2|1e1.2o2	0.9949;0.0051	0.0001;0.0001	2	2	14049396-14049486;14049382-14049486	
AT1G12750.Araport11.447	AT1G12750.Araport11.447:s:4345550-4345713	s|1e1.1o1|1e2.1o1	0.7416;0.2584	0.0757;0.0757	2	3	4345459-4345550;4345407-4345550	
AT1G64090.Araport11.447	AT1G64090.Araport11.447:s:23790089-23790230	s|1e1.1o1|2e1.1o1	0.0234;0.9766	0.0175;0.0175	2	2	23790226-23790318;23790230-23790318	
AT4G30900.Araport11.447	AT4G30900.Araport11.447:t:15039642-15039768	t|1e1.1o1|1e2.1o1	0.7747;0.2253	0.1166;0.1166	2	3	15039550-15039642;15039566-15039642	
